id,ald_id,smiles,ald_smiles,cls,dG_orca_kcal,dG_gxtb_kcal,dG_pred,error,uncertainty_pi_width,route_to_dft,prod_bdfe_gxtb_kcal,ald_bdfe_gxtb_kcal,prod_bde_gxtb_kcal,ald_bde_gxtb_kcal
78143,78143,Cc1cc(CC(=O)C(O)Cc2cc(C)c(OC(C)(C)C(=O)OF)c(C)c2)cc(C)c1OC(C)(C)C(=O)OF,CC1=CC(=CC(=C1OC(C)(C)C(=O)OF)C)CC=O,aliphatic,-18.32818078602649,21.8693,17.8312872870276,36.159468073054086,8.527363,False,,88.427,,84.639
38211,38211,[CH]C(CCC(F)(F)Cc1cccnc1)C(=O)C(O)C([CH])CCC(F)(F)Cc1cccnc1,[CH][C@@H](CCC(CC1=CN=CC=C1)(F)F)C=O,aliphatic,-52.24202262465151,-16.1648,-28.51455132116829,23.72747130348322,12.498419,True,,15.937,,12.855
84945,84945,CC(C)C(N)C(=O)OCC1(F)OC(n2cc(C(=O)C(O)c3cn(C4OC(F)(COC(=O)C(N)C(C)C)C(O)C4O)c(=S)[nH]c3=O)c(=O)[nH]c2=S)C(O)C1O,CC(C)[C@@H](C(=O)OC[C@@]1([C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=S)C=O)O)O)F)N,aromatic,-5.328320216752925,10.134,17.564713694212227,22.89303391096515,18.62589,True,,89.989,,72.566
75245,75245,CCCCC(C(=O)[N+]1([O-])C(F)CCC1(C(N)=O)c1ccccn1)C(NO)C(=O)C(O)C(NO)C(CCCC)C(=O)[N+]1([O-])C(F)CCC1(C(N)=O)c1ccccn1,CCCC[C@H](C(C=O)NO)C(=O)[N+]1(C(CCC1(C2=CC=CC=N2)C(=O)N)F)[O-],aliphatic,29.65117693734021,-12.148,9.04001583849482,20.61116109884539,19.046705,True,8.448,25.67,-14.355,2.023
201203,201203,C=CCc1c(O)c(C(=O)OC)c(COC(=O)C(C)(C)C)c(C(=O)C(O)c2c(O)c(CC=C)c(O)c(C(=O)OC)c2COC(=O)C(C)(C)C)c1O,CC(C)(C)C(=O)OCC1=C(C(=C(C(=C1C(=O)OC)O)CC=C)O)C=O,aromatic,30.25556533153228,0.9801,11.033039811242702,19.22252552028958,16.12718,True,59.843,86.053,39.594,76.798
117833,117833,COc1ccccc1P(Cl)(CC(=O)C(O)CP(Cl)(c1ccccc1)(c1ccccc1)c1ccccc1OC)(c1ccccc1)c1ccccc1,COC1=CC=CC=C1P(CC=O)(C2=CC=CC=C2)(C3=CC=CC=C3)Cl,aliphatic,48.10013165663872,25.7231,29.21754411896455,18.882587537674173,10.403142,False,55.865,87.902,41.914,82.627
77803,77803,C=CC1CC(C(=O)N(C)OS(=O)c2ccc(C(F)(F)F)cc2)C1C(=O)C(O)C1C(C=C)CC1C(=O)N(C)OS(=O)c1ccc(C(F)(F)F)cc1,CN(C(=O)C1CC(C1C=O)C=C)OS(=O)C2=CC=C(C=C2)C(F)(F)F,aliphatic,45.93105405115428,26.6562,27.338004051333417,18.59304999982086,13.339854,True,40.18,89.943,25.646,81.101
90673,90673,O=C(c1cn(C2OC(COP(O)OP(=O)(O)O)C(O)C2F)c(=O)nc1NO)C(O)c1cn(C2OC(COP(O)OP(=O)(O)O)C(O)C2F)c(=O)nc1NO,C1=C(C(=NC(=O)N1C2C([C@@H](C(O2)COP(O)OP(=O)(O)O)O)F)NO)C=O,aromatic,14.468402794848926,23.7105,32.66932408508014,18.200921290231214,26.57586,True,64.084,94.317,11.342,67.889
65792,65792,O=C(OS(=O)(=O)C(F)(F)F)C(C(=O)C(O)C(C(=O)OS(=O)(=O)C(F)(F)F)C(F)(F)F)C(F)(F)F,C(=O)C(C(=O)OS(=O)(=O)C(F)(F)F)C(F)(F)F,aliphatic,-5.320621643254694,15.8422,12.542597933067041,17.863219576321736,9.727766,False,65.443,90.587,63.134,93.309
73276,73276,CC(=O)c1c(C(=O)C(O)c2cccc(C(=O)C(F)(F)F)c2C(C)=O)cccc1C(=O)C(F)(F)F,CC(=O)C1=C(C=CC=C1C(=O)C(F)(F)F)C=O,aromatic,-0.0933761111057388,-20.8223,-17.214079487586755,17.120703376481018,8.140147,False,56.112,77.266,49.724,73.815
215126,215126,NC(N)=NCCCC(NC(=O)Cn1cncc(NS(=O)(=O)Cc2ccccc2)c1=O)C(=O)C(O)C(CCCN=C(N)N)NC(=O)Cn1cncc(NS(=O)(=O)Cc2ccccc2)c1=O,C1=CC=C(C=C1)CS(=O)(=O)NC2=CN=CN(C2=O)CC(=O)NC(CCCN=C(N)N)C=O,aliphatic,50.34170077869134,8.3167,33.94318795781231,16.398512820879027,29.007013,True,69.642,88.783,34.107,55.218
90084,90084,CNCCN(C(=O)NC(c1csc(C(F)(F)F)n1)C1CCC(C(F)(F)F)CC1)C(C)C(=O)C(O)C(C)N(CCNC)C(=O)NC(c1csc(C(F)(F)F)n1)C1CCC(C(F)(F)F)CC1,CC(C=O)N(CCNC)C(=O)NC(C1CCC(CC1)C(F)(F)F)C2=CSC(=N2)C(F)(F)F,aliphatic,18.16031191611465,-19.7778,2.470597997302974,15.689713918811677,19.345549,True,66.199,87.938,48.046,72.028
53331,53331,CCCOP1(F)=NP(F)(CCC(=O)C(O)CCP2(F)=NP(F)(OCCC)=NP(F)(OCCC)=NP(F)(OCCC)=N2)=NP(F)(OCCC)=NP(F)(OCCC)=N1,CCCOP1(=NP(=NP(=NP(=N1)(CCC=O)F)(OCCC)F)(OCCC)F)F,aliphatic,0.896578657257509,12.4571,16.454623276953445,15.558044619695936,23.220474,True,69.468,94.723,30.514,78.642
121045,121045,O=C(C(O)C(c1ccccc1)P(Cl)(c1ccccc1)(c1ccccc1)c1ccccc1)C(c1ccccc1)P(Cl)(c1ccccc1)(c1ccccc1)c1ccccc1,C1=CC=C(C=C1)C(C=O)P(C2=CC=CC=C2)(C3=CC=CC=C3)(C4=CC=CC=C4)Cl,aliphatic,34.46191628087726,11.3395,19.481475206643374,14.980441074233887,13.716425,True,20.511,87.984,5.882,80.978
50729,50729,Cc1ccc(-n2nccn2)c(C(=O)C(O)c2c(-n3nccn3)ccc(C)c2N2CCC3CN(c4cnc5cc(F)c(F)cc5n4)C3C2)c1N1CCC2CN(c3cnc4cc(F)c(F)cc4n3)C2C1,CC1=C(C(=C(C=C1)N2N=CC=N2)C=O)N3CC[C@@H]4CN([C@@H]4C3)C5=NC6=CC(=C(C=C6N=C5)F)F,aromatic,6.567308289639047,7.0337,21.480312675149346,14.913004385510298,12.278006,True,37.479,63.745,14.89,48.604
132236,132236,CCOC(=O)C1=C(O)CC(c2ccccc2F)C(C(=O)C(O)C2C(c3ccccc3F)CC(O)=C(C(=O)OCC)C2c2ccco2)C1c1ccco1,CCOC(=O)C1=C(C[C@@H]([C@H]([C@H]1C2=CC=CO2)C=O)C3=CC=CC=C3F)O,aliphatic,3.8454509361278304,-16.1396,-10.922184547877539,14.76763548400537,8.511351,False,80.176,89.962,66.908,82.515
53835,53835,O=C(CP1(F)=NP(F)(F)=NP(F)(F)=N1)C(O)CP1(F)=NP(F)(F)=NP(F)(F)=N1,C(C=O)P1(=NP(=NP(=N1)(F)F)(F)F)F,aliphatic,28.623272892155903,6.3708,14.154969044972322,14.46830384718358,15.357093,True,55.383,90.163,65.466,91.758
60459,60459,O=C(c1c(OS(=O)(=O)C(F)(F)F)ccc2cccnc12)C(O)c1c(OS(=O)(=O)C(F)(F)F)ccc2cccnc12,C1=CC2=C(C(=C(C=C2)OS(=O)(=O)C(F)(F)F)C=O)N=C1,aromatic,-1.1740303322757395,-35.4794,-15.503361283239926,14.329330950964186,22.181221,True,38.139,54.236,28.203,50.744
122392,122392,CS(=O)(=O)OCC(OCc1ccccc1)C(OCc1ccccc1)C(OCc1ccccc1)C(=O)C(O)C(OCc1ccccc1)C(OCc1ccccc1)C(COS(C)(=O)=O)OCc1ccccc1,CS(=O)(=O)OC[C@H]([C@H]([C@H](C=O)OCC1=CC=CC=C1)OCC2=CC=CC=C2)OCC3=CC=CC=C3,aliphatic,45.11185606158718,11.0887,30.816846396179372,14.295009665407811,16.197685,True,46.947,92.177,26.434,75.689
215988,215988,O=C(C1C=CC(Cl)(N2CCNCC2C(=O)c2ccc(Cl)cc2Cl)C=C1Cl)C(O)C1C=CC(Cl)(N2CCNCC2C(=O)c2ccc(Cl)cc2Cl)C=C1Cl,C1CN(C(CN1)C(=O)C2=C(C=C(C=C2)Cl)Cl)C3(C=CC(C(=C3)Cl)C=O)Cl,aliphatic,-2.724119753783912,12.2558,11.570229525790424,14.294349279574336,12.096828,True,72.435,90.521,55.201,84.965
47298,47298,NC1=C(c2ccncc2)N(F)CC=C1c1c(F)ccc(C(=O)C(O)c2ccc(F)c(C3=CCN(F)C(c4ccncc4)=C3N)c2F)c1F,C1C=C(C(=C(N1F)C2=CC=NC=C2)N)C3=C(C=CC(=C3F)C=O)F,aromatic,-15.074425300313749,-34.0962,-29.232092994994098,14.157667694680349,9.1827545,False,,,,
82347,82347,Cc1nc2ncc(C(=CN(C)C)c3cc[nH]c3C(=O)C(O)c3[nH]ccc3C(=CN(C)C)c3cnc4nc(C)n(Cc5cccc(C(F)(F)F)c5)c4n3)nc2n1Cc1cccc(C(F)(F)F)c1,CC1=NC2=NC=C(N=C2N1CC3=CC(=CC=C3)C(F)(F)F)/C(=C/N(C)C)/C4=C(NC=C4)C=O,aromatic,32.23417077924822,2.8491,18.243787761145207,13.99038301810301,13.154203,True,35.88,94.446,14.317,78.965
117154,117154,O=C(O)C(O)C(O)C(O)C(O)C(=O)OC(C(=O)C(O)C(OC(=O)C(O)C(O)C(O)C(O)C(=O)O)C(O)C(O)C(O)CO)C(O)C(O)C(O)CO,C([C@H]([C@H]([C@@H]([C@H](C=O)OC(=O)[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O)O)O)O)O,aliphatic,1.4015022306553606,8.5411,15.317922495530954,13.916420264875594,20.884218,True,91.637,92.518,27.482,62.976
67165,67165,C=C(C)C=C(CNCc1cnccc1C(=O)C(O)c1ccncc1CNCC(=CC(=C)C)C1NCCC(F)(F)CCN1)C1NCCC(F)(F)CCN1,CC(=C)/C=C(/CNCC1=C(C=CN=C1)C=O)\C2NCCC(CCN2)(F)F,aromatic,-1.505720805208674,15.2268,12.304977069024632,13.810697874233306,14.574439,True,31.638,82.555,9.645,75.185
59806,59806,O=C(c1cc(N2CCCCC2n2ncc(COc3ccc(-n4cnnn4)cc3F)n2)cc(=O)[nH]1)C(O)c1cc(N2CCCCC2n2ncc(COc3ccc(-n4cnnn4)cc3F)n2)cc(=O)[nH]1,C1CCN(C(C1)N2N=CC(=N2)COC3=C(C=C(C=C3)N4C=NN=N4)F)C5=CC(=O)NC(=C5)C=O,aromatic,-3.943752667142837,12.4723,9.785097874841114,13.72885054198395,13.125216,True,58.118,90.172,13.545,74.859
47990,47990,Cc1c(Cl)c(C(F)(F)F)nn1C(C(=O)C(O)C(N1CC2CN(S(=O)(=O)c3ccc(F)cc3)CC2C1)n1nc(C(F)(F)F)c(Cl)c1C)N1CC2CN(S(=O)(=O)c3ccc(F)cc3)CC2C1,CC1=C(C(=NN1C(C=O)N2CC3CN(CC3C2)S(=O)(=O)C4=CC=C(C=C4)F)C(F)(F)F)Cl,aliphatic,-13.35980864884326,-5.6475,0.28757935213841623,13.647388000981675,17.448381,True,70.911,86.149,47.95,74.885
113902,113902,CC(OP(=O)(O)O)C(NC(=O)C(N)CO)C(=O)C(O)C(NC(=O)C(N)CO)C(C)OP(=O)(O)O,C[C@H]([C@@H](C=O)NC(=O)[C@H](CO)N)OP(=O)(O)O,aliphatic,20.93305762214821,21.6788,34.48974731633352,13.556689694185312,20.8927,True,,88.442,,61.137
29498,29498,Cc1ccc(F)cc1S(=O)(=O)Nc1cccn(CC(=O)NC(CCCN=C(N)N)C(=O)C(O)C(CCCN=C(N)N)NC(=O)Cn2cccc(NS(=O)(=O)c3cc(F)ccc3C)c2=O)c1=O,CC1=C(C=C(C=C1)F)S(=O)(=O)NC2=CC=CN(C2=O)CC(=O)N[C@@H](CCCN=C(N)N)C=O,aliphatic,29.52931462208309,10.6533,16.004727562340094,13.524587059742995,21.23434,True,73.964,89.599,19.398,57.309
20329,20329,CCNc1nc(NCC)nc(Oc2ccc(C(=O)C(O)c3ccc(Oc4nc(NCC)nc(NCC)n4)cc3)cc2)n1,CCNC1=NC(=NC(=N1)OC2=CC=C(C=C2)C=O)NCC,aromatic,6.209374521145365,-8.0661,-7.252346654688277,13.461721175833642,6.430263,False,71.752,89.039,45.801,80.303
121939,121939,CC1=C(C)N(C)C(=C(O)c2ccccc2C(=O)C(O)c2ccccc2C(O)=C2SC(C)=C(C)N2C)S1,CC1=C(S/C(=C(/C2=CC=CC=C2C=O)\O)/N1C)C,aromatic,29.54398235224732,1.8771,16.186602568379868,13.35737978386745,12.961243,True,60.511,88.106,53.579,84.193
53484,53484,CC(C(N)=O)=C(Nc1cccc(CC(=O)C(O)Cc2cccc(NC(SC(C)c3c(F)cc(C(C)(C)O)cc3F)=C(C)C(N)=O)n2)n1)SC(C)c1c(F)cc(C(C)(C)O)cc1F,CC(C1=C(C=C(C=C1F)C(C)(C)O)F)S/C(=C(\C)/C(=O)N)/NC2=CC=CC(=N2)CC=O,aliphatic,-3.940725102636586,9.6038,9.359593574798657,13.300318677435243,14.541186,True,72.873,87.237,43.632,76.623
20572,20572,CC(=O)NCCCC(=O)N1CCN(c2cccc(C(=O)C(O)c3cccc(N4CCN(C(=O)CCCNC(C)=O)CC4=O)c3)c2)C(=O)C1,CC(=O)NCCCC(=O)N1CCN(C(=O)C1)C2=CC=CC(=C2)C=O,aromatic,0.0069939217689046,6.3072,12.81827661814062,12.811282696371716,11.243138,True,60.38,89.099,38.039,78.825
32211,32211,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(-c3ccc(C(=O)C(O)c4ccc(-c5cccc(C6(NCC(O)C(Cc7cc(F)cc(F)c7)NC(C)=O)CC6)c5)s4)s3)c2)CC1,CC(=O)NC(CC1=CC(=CC(=C1)F)F)C(CNC2(CC2)C3=CC=CC(=C3)C4=CC=C(S4)C=O)O,aromatic,5.918390606460856,19.295,18.68231271813567,12.763922111674812,9.628264,False,48.961,85.672,3.959,70.504
107445,107445,CNC(=O)CCC(C(=O)C(O)C(CCC(=O)NC)n1nc(Cl)c2cc(N3CCNCC3)c(C(F)F)cc21)n1nc(Cl)c2cc(N3CCNCC3)c(C(F)F)cc21,CNC(=O)CCC(C=O)N1C2=CC(=C(C=C2C(=N1)Cl)N3CCNCC3)C(F)F,aliphatic,-8.239905142125444,1.1902,4.482195597619145,12.72210073974459,12.699556,True,71.632,79.041,47.285,67.754
181966,181966,COc1ccccc1C1CNCCN1C1CCNCC1(Oc1ccc(C(F)(F)F)cc1)C(=O)C(O)C1(Oc2ccc(C(F)(F)F)cc2)CNCCC1N1CCNCC1c1ccccc1OC,COC1=CC=CC=C1C2CNCCN2C3CCNCC3(C=O)OC4=CC=C(C=C4)C(F)(F)F,aliphatic,29.027250113412844,4.6704,16.412547007063218,12.614703106349626,13.036852,True,62.605,85.884,51.489,78.518
93574,93574,O=C(C(O)C(c1ocnc1C(F)F)N1CCc2[nH]cnc2C1c1cc2cccc(Cl)n2n1)C(c1ocnc1C(F)F)N1CCc2[nH]cnc2C1c1cc2cccc(Cl)n2n1,C1CN(C(C2=C1NC=N2)C3=NN4C(=C3)C=CC=C4Cl)[C@H](C=O)C5=C(N=CO5)C(F)F,aliphatic,-7.072727324039572,7.2688,5.450294459621345,12.523021783660916,13.362589,True,71.033,89.028,50.59,81.927
202776,202776,CC(C)=CCCC(C)=CCc1ccc(O)c(C(=O)c2c(O)cc(C(=O)C(O)c3cc(O)c(C(=O)c4c(O)ccc(CC=C(C)CCC=C(C)C)c4O)c(C(=O)O)c3)cc2C(=O)O)c1O,CC(=CCC/C(=C/CC1=C(C(=C(C=C1)O)C(=O)C2=C(C=C(C=C2O)C=O)C(=O)O)O)/C)C,aromatic,17.246802946932362,-0.9845,4.818486617370358,12.428316329562005,11.939038,True,53.982,86.063,3.936,60.734
54241,54241,CC(NC(=O)c1ccc(F)c(F)c1)C(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)C(O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(C)NC(=O)c1ccc(F)c(F)c1,CC(C(=O)N1CCC[C@H]1C(=O)NC(CC(=O)O)C=O)NC(=O)C2=CC(=C(C=C2)F)F,aliphatic,19.016070050734974,-6.3365,6.753955453621294,12.26211459711368,15.5278015,True,76.94,90.589,47.278,69.459
36417,36417,CC(C)(C)c1cc(C(=O)C(O)c2ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O)c(C(C)(C)C)c2)ccc1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O,CC(C)(C)C1=C(C=CC(=C1)C=O)OS(=O)(=O)C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F,aromatic,37.5208316182105,4.6378,25.268342993547336,12.252488624663165,18.253077,True,64.016,89.608,51.801,74.019
57702,57702,CCCC(C)(O)C1=C(COc2cccc(F)c2C(=O)C(O)c2c(F)cccc2OCC2=C(C(C)(O)CCC)CCCC2)CCCC1,CCCC(C)(C1=C(CCCC1)COC2=C(C(=CC=C2)F)C=O)O,aromatic,1.6246969658214514,14.2715,13.848769557764815,12.224072591943363,10.210013,False,57.978,90.284,39.341,88.28
187015,187015,NC(=O)C(Oc1cccc(B(O)O)c1C(=O)C(O)c1c(OC(C(N)=O)c2ccc(F)cc2)cccc1B(O)O)c1ccc(F)cc1,B(C1=C(C(=CC=C1)OC(C2=CC=C(C=C2)F)C(=O)N)C=O)(O)O,aromatic,11.391138321724256,7.1743,23.549063956462508,12.157925634738252,14.526926,True,52.905,85.68,30.771,71.029
70774,70774,CCN(CC)c1ccc(C(=O)C(O)c2ccc(N(CC)CC)cc2OS(=O)(=O)C(F)(F)F)c(OS(=O)(=O)C(F)(F)F)c1,CCN(CC)C1=CC(=C(C=C1)C=O)OS(=O)(=O)C(F)(F)F,aromatic,56.53072410953504,63.5082,68.67702770382839,12.146303594293343,11.6507,True,,92.157,,87.862
117158,117158,O=C(C(O)C(OP(=O)(O)O)C(O)C(O)COP(=O)(O)O)C(OP(=O)(O)O)C(O)C(O)COP(=O)(O)O,C([C@H]([C@H]([C@H](C=O)OP(=O)(O)O)O)O)OP(=O)(O)O,aliphatic,0.2036145523792915,8.8748,12.347460382434459,12.143845830055168,24.639154,True,71.248,89.9,21.115,69.29
67988,67988,Cc1nc(C)n(CCC(NC(=O)c2ncn(Cc3ccccc3F)n2)C(=O)C(O)C(CCn2c(C)nc(C)c2N(C)C)NC(=O)c2ncn(Cc3ccccc3F)n2)c1N(C)C,CC1=C(N(C(=N1)C)CCC(C=O)NC(=O)C2=NN(C=N2)CC3=CC=CC=C3F)N(C)C,aliphatic,-17.615048633356885,-0.5605,-5.613300325350908,12.001748308005977,12.740753,True,65.548,89.868,34.633,79.966
12635,12635,O=C(c1cccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O)C(O)c1cccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,C1=CN(C(=C1)C=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,aromatic,50.82884439361722,12.0613,38.91263761024662,11.916206783370598,32.371,True,63.739,92.165,11.971,55.55
68054,68054,CN(c1cc(F)cnc1OCC(=O)C(O)COc1ncc(F)cc1N(C)C1CCN(Cc2cc3c(=O)oc4cccnc4c3[nH]2)CC1)C1CCN(Cc2cc3c(=O)oc4cccnc4c3[nH]2)CC1,CN(C1CCN(CC1)CC2=CC3=C(N2)C4=C(C=CC=N4)OC3=O)C5=C(N=CC(=C5)F)OCC=O,aliphatic,15.024567793701731,-7.9166,3.1345492819342633,11.890018511767469,13.188227,True,50.952,88.775,21.808,70.418
213099,213099,O=C(c1c(I)ccc2c1CCC(NS(=O)(=O)c1ccc(Cl)cc1)C2)C(O)c1c(I)ccc2c1CCC(NS(=O)(=O)c1ccc(Cl)cc1)C2,C1CC2=C(CC1NS(=O)(=O)C3=CC=C(C=C3)Cl)C=CC(=C2C=O)I,aromatic,18.59108772557441,-7.8849,6.766579274704677,11.824508450869734,15.680555,True,62.367,80.939,45.814,68.029
85011,85011,O=C(c1ccc(N2CCC(CCc3ccc(F)cn3)C2)c(CC(=O)C(O)Cc2cc(C(=O)c3ccccc3Cl)ccc2N2CCC(CCc3ccc(F)cn3)C2)c1)c1ccccc1Cl,C1CN(C[C@H]1CCC2=NC=C(C=C2)F)C3=C(C=C(C=C3)C(=O)C4=CC=CC=C4Cl)CC=O,aliphatic,-13.490209130973916,-11.5821,-1.6707700900504499,11.819439040923466,12.796837,True,81.897,81.495,55.458,66.702
66385,66385,CC(CC(F)(F)C(=O)C(O)C(F)(F)CC(C)N(C)CCCc1ccc(C(=O)O)s1)N(C)CCCc1ccc(C(=O)O)s1,CC(CC(C=O)(F)F)N(C)CCCC1=CC=C(S1)C(=O)O,aliphatic,13.68813795204929,-10.548,1.8740349155357663,11.814103036513524,19.577398,True,95.15,109.797,66.481,96.42
90675,90675,COC(C(F)C(O)COP(O)O)n1cc(C(=O)C(O)c2cn(C(OC)C(F)C(O)COP(O)O)c(=O)nc2NO)c(NO)nc1=O,COC(C(C(COP(O)O)O)F)N1C=C(C(=NC1=O)NO)C=O,aromatic,34.18091323428626,15.8287,22.47663651459595,11.70427671969031,15.789526,True,70.779,95.486,32.876,77.345
